country,year,Anxiety Disorder
,1998,3.249889906
,1999,3.250259879
,2000,3.251071509
,2001,3.249456207
,2002,3.248272379
,2003,3.246985622
,2004,3.245720266
,2005,3.24476112
,2006,3.245086853
,2007,3.244969743
,2008,3.245104636
,2009,3.245149414
,2010,3.245479831
,2011,3.245431062
,2012,3.245683678
,2013,3.245932496
,2014,3.246102137
,2015,3.246219421
,2016,3.246634345
TCD,1990,2.968548952
TCD,1991,2.968778621
TCD,1992,2.96931288
TCD,1993,2.969866199
TCD,1994,2.970346429
TCD,1995,2.971170604
TCD,1996,2.970982845
TCD,1997,2.971094864
TCD,1998,2.971148015
TCD,1999,2.971221251
TCD,2000,2.97163685
TCD,2001,2.970812827
TCD,2002,2.970214487
TCD,2003,2.969717209
TCD,2004,2.969225441
TCD,2005,2.968862705
TCD,2006,2.968720202
TCD,2007,2.968254354
TCD,2008,2.968083782
TCD,2009,2.967899859
TCD,2010,2.968010346
TCD,2011,2.967130037
TCD,2012,2.966633321
TCD,2013,2.966097472
TCD,2014,2.965476798
TCD,2015,2.964990191
TCD,2016,2.964606933
CHL,1990,6.319028382
CHL,1991,6.326033384
CHL,1992,6.332805
CHL,1993,6.338261298
CHL,1994,6.343468313
CHL,1995,6.34442282
CHL,1996,6.348772207
CHL,1997,6.353186508
CHL,1998,6.357114328
CHL,1999,6.360362476
CHL,2000,6.363612075
CHL,2001,6.354989221
CHL,2002,6.346681168
CHL,2003,6.339017017
CHL,2004,6.330450377
CHL,2005,6.323537468
CHL,2006,6.325881833
CHL,2007,6.327547577
CHL,2008,6.328872112
CHL,2009,6.329057946
CHL,2010,6.330266602
CHL,2011,6.325692215
CHL,2012,6.320697843
CHL,2013,6.315261636
CHL,2014,6.309556912
CHL,2015,6.303291307
CHL,2016,6.298439604
CHN,1990,3.170605236
CHN,1991,3.193960963
CHN,1992,3.211026586
CHN,1993,3.222437894
CHN,1994,3.230839595
CHN,1995,3.237445594
CHN,1996,3.252509381
CHN,1997,3.268898679
CHN,1998,3.285025582
CHN,1999,3.300682797
CHN,2000,3.316578382
CHN,2001,3.285792349
CHN,2002,3.256628945
CHN,2003,3.228135587
CHN,2004,3.200182728
CHN,2005,3.172504185
CHN,2006,3.188528726
CHN,2007,3.204155291
CHN,2008,3.219122643
CHN,2009,3.233646435
CHN,2010,3.247473992
CHN,2011,3.239346755
CHN,2012,3.230869767
CHN,2013,3.222083582
CHN,2014,3.213316397
CHN,2015,3.204411749
CHN,2016,3.195014114
COL,1990,2.794903522
COL,1991,2.796770891
COL,1992,2.79874313
COL,1993,2.80056337
COL,1994,2.802176869
COL,1995,2.80251696
COL,1996,2.833543174
COL,1997,2.865418168
COL,1998,2.897386515
COL,1999,2.929678875
COL,2000,2.962640004
COL,2001,2.961530663
COL,2002,2.960755363
COL,2003,2.959955211
COL,2004,2.958994214
COL,2005,2.958230674
COL,2006,2.876706943
COL,2007,2.797311711
COL,2008,2.720255386
COL,2009,2.645481179
COL,2010,2.572751281
COL,2011,2.573295376
COL,2012,2.573884278
COL,2013,2.574291066
COL,2014,2.57470068
COL,2015,2.574892333
COL,2016,2.575168213
COM,1990,3.337524709
COM,1991,3.336159837
COM,1992,3.335111519
COM,1993,3.334032614
COM,1994,3.332852719
COM,1995,3.3326615
COM,1996,3.330258384
COM,1997,3.328947138
COM,1998,3.327446415
COM,1999,3.325876178
COM,2000,3.325291721
COM,2001,3.326813503
COM,2002,3.329355473
COM,2003,3.331752123
COM,2004,3.334228603
COM,2005,3.337009198
COM,2006,3.336894259
COM,2007,3.33650371
COM,2008,3.336333911
COM,2009,3.336162299
COM,2010,3.336102396
COM,2011,3.337458913
COM,2012,3.33860336
COM,2013,3.33977386
COM,2014,3.340754523
COM,2015,3.341781938
COM,2016,3.343034984
COG,1990,3.24355566
COG,1991,3.24293027
COG,1992,3.242707863
COG,1993,3.242432965
COG,1994,3.242100389
COG,1995,3.242346594
COG,1996,3.243207863
COG,1997,3.244609008
COG,1998,3.245994501
COG,1999,3.247369728
COG,2000,3.249241211
COG,2001,3.24840815
COG,2002,3.248079755
COG,2003,3.247693861
COG,2004,3.247261609
COG,2005,3.247147434
COG,2006,3.245870098
COG,2007,3.244196219
COG,2008,3.242723848
COG,2009,3.241315009
COG,2010,3.240021001
COG,2011,3.240363245
COG,2012,3.240905289
COG,2013,3.241381487
COG,2014,3.241812159
COG,2015,3.242374955
COG,2016,3.243061281
CRI,1990,2.913208823
CRI,1991,2.917936347
CRI,1992,2.922682481
CRI,1993,2.926767193
CRI,1994,2.930468882
CRI,1995,2.933403031
CRI,1996,2.935096583
CRI,1997,2.937172448
CRI,1998,2.93924704
CRI,1999,2.940979266
CRI,2000,2.943323281
CRI,2001,2.942830017
CRI,2002,2.94293492
CRI,2003,2.942847691
CRI,2004,2.942749301
CRI,2005,2.94274448
CRI,2006,2.943860087
CRI,2007,2.944718178
CRI,2008,2.945685239
CRI,2009,2.946412597
CRI,2010,2.947288863
CRI,2011,2.948656664
CRI,2012,2.950369852
CRI,2013,2.951793775
CRI,2014,2.953019771
CRI,2015,2.953905565
CRI,2016,2.955255596
CIV,1990,2.921340779
CIV,1991,2.92233866
CIV,1992,2.923532004
CIV,1993,2.924766182
CIV,1994,2.925954811
CIV,1995,2.927416873
CIV,1996,2.927201999
CIV,1997,2.927275315
CIV,1998,2.927312036
CIV,1999,2.927462958
CIV,2000,2.928170182
CIV,2001,2.928285607
CIV,2002,2.9286869
CIV,2003,2.929105837
CIV,2004,2.929518817
CIV,2005,2.930255863
CIV,2006,2.930193471
CIV,2007,2.929770394
CIV,2008,2.929668138
CIV,2009,2.929487736
CIV,2010,2.929581097
CIV,2011,2.933148052
CIV,2012,2.936534188
CIV,2013,2.93960914
CIV,2014,2.942515754
CIV,2015,2.944965777
CIV,2016,2.94739861
HRV,1990,3.549763642
HRV,1991,3.547300156
HRV,1992,3.545338835
HRV,1993,3.542958772
HRV,1994,3.540611182
HRV,1995,3.538732099
HRV,1996,3.541453898
HRV,1997,3.54463725
HRV,1998,3.548025838
HRV,1999,3.550885514
HRV,2000,3.553782609
HRV,2001,3.554435185
HRV,2002,3.554295514
HRV,2003,3.553490063
HRV,2004,3.552676624
HRV,2005,3.551702018
HRV,2006,3.55420964
HRV,2007,3.55569224
HRV,2008,3.557471847
HRV,2009,3.558579664
HRV,2010,3.559925616
HRV,2011,3.560763118
HRV,2012,3.561660552
HRV,2013,3.562431759
HRV,2014,3.56276122
HRV,2015,3.562732975
HRV,2016,3.562451305
CUB,1990,4.185176508
CUB,1991,4.187573422
CUB,1992,4.19019581
CUB,1993,4.192485922
CUB,1994,4.194657329
CUB,1995,4.197507652
CUB,1996,4.20200163
CUB,1997,4.206066744
CUB,1998,4.209867557
CUB,1999,4.212717628
CUB,2000,4.215060564
CUB,2001,4.21703008
CUB,2002,4.218839025
CUB,2003,4.220260449
CUB,2004,4.221499972
CUB,2005,4.222891153
CUB,2006,4.223059199
CUB,2007,4.22282841
CUB,2008,4.222412923
CUB,2009,4.221833388
CUB,2010,4.22119973
CUB,2011,4.221823905
CUB,2012,4.222597808
CUB,2013,4.223457239
CUB,2014,4.22419982
CUB,2015,4.224233348
CUB,2016,4.225085477
CYP,1990,5.387583664
CYP,1991,5.390178838
CYP,1992,5.391972837
CYP,1993,5.39393092
CYP,1994,5.395776172
CYP,1995,5.396753238
CYP,1996,5.398480039
CYP,1997,5.400158414
CYP,1998,5.401237342
CYP,1999,5.401848032
CYP,2000,5.402549015
CYP,2001,5.405662909
CYP,2002,5.408585641
CYP,2003,5.409602164
CYP,2004,5.410417553
CYP,2005,5.410691152
CYP,2006,5.413041134
CYP,2007,5.414656878
CYP,2008,5.41802652
CYP,2009,5.423866562
CYP,2010,5.4277692
CYP,2011,5.429286568
CYP,2012,5.431088765
CYP,2013,5.432434563
CYP,2014,5.433630769
CYP,2015,5.434247636
CYP,2016,5.435230045
CZE,1990,3.573832493
CZE,1991,3.571108671
CZE,1992,3.568401677
CZE,1993,3.565144824
CZE,1994,3.561293404
CZE,1995,3.558095865
CZE,1996,3.558901504
CZE,1997,3.559938315
CZE,1998,3.560699856
CZE,1999,3.561526535
CZE,2000,3.562445525
CZE,2001,3.56328105
CZE,2002,3.564135338
CZE,2003,3.564927945
CZE,2004,3.565724181
CZE,2005,3.566582288
CZE,2006,3.568646063
CZE,2007,3.569910294
CZE,2008,3.571398924
CZE,2009,3.57251529
CZE,2010,3.573849931
CZE,2011,3.573781743
CZE,2012,3.57430611
CZE,2013,3.575232725
CZE,2014,3.575317641
CZE,2015,3.575823855
CZE,2016,3.576799699
COD,1990,3.256797201
COD,1991,3.25459613
COD,1992,3.252813516
COD,1993,3.251152711
COD,1994,3.249452131
COD,1995,3.248160535
COD,1996,3.247989996
COD,1997,3.248178134
COD,1998,3.248426767
COD,1999,3.248632473
COD,2000,3.249299121
COD,2001,3.246826492
COD,2002,3.244832603
COD,2003,3.242755124
COD,2004,3.24075927
COD,2005,3.239089915
COD,2006,3.238785708
COD,2007,3.238088443
COD,2008,3.237740766
COD,2009,3.237369328
COD,2010,3.237389099
COD,2011,3.23744817
COD,2012,3.23784865
COD,2013,3.238271671
COD,2014,3.238607948
COD,2015,3.238900433
COD,2016,3.23952033
DNK,1990,5.388884186
DNK,1991,5.389170292
DNK,1992,5.389941643
DNK,1993,5.389660266
DNK,1994,5.389675509
DNK,1995,5.390159994
DNK,1996,5.389857306
DNK,1997,5.390520361
DNK,1998,5.390746168
DNK,1999,5.390810661
DNK,2000,5.39169935
DNK,2001,5.392850223
DNK,2002,5.39407745
DNK,2003,5.395087273
DNK,2004,5.396378564
DNK,2005,5.397210429
DNK,2006,5.400022254
DNK,2007,5.40130205
DNK,2008,5.403375377
DNK,2009,5.405474743
DNK,2010,5.408536685
DNK,2011,5.407986546
DNK,2012,5.407142185
DNK,2013,5.406493783
DNK,2014,5.404469018
DNK,2015,5.402326077
DNK,2016,5.400758098
DJI,1990,3.36103916
DJI,1991,3.358293999
DJI,1992,3.355621609
DJI,1993,3.3529806
DJI,1994,3.350242201
DJI,1995,3.347903565
DJI,1996,3.346959451
DJI,1997,3.346420483
DJI,1998,3.3459214
DJI,1999,3.34545245
DJI,2000,3.345304483
DJI,2001,3.347860079
DJI,2002,3.350582185
DJI,2003,3.353486092
DJI,2004,3.356326627
DJI,2005,3.359168024
DJI,2006,3.359534188
DJI,2007,3.359658861
DJI,2008,3.359886605
DJI,2009,3.360162399
DJI,2010,3.360646021
DJI,2011,3.36250794
DJI,2012,3.364637998
DJI,2013,3.366942133
DJI,2014,3.369024237
DJI,2015,3.371136777
DJI,2016,3.373410385
DMA,1990,4.204766746
DMA,1991,4.220569114
DMA,1992,4.230885291
DMA,1993,4.238384787
DMA,1994,4.243973832
DMA,1995,4.248541807
DMA,1996,4.251778435
DMA,1997,4.255258624
DMA,1998,4.257448708
DMA,1999,4.259845189
DMA,2000,4.262105474
DMA,2001,4.265556124
DMA,2002,4.268653301
DMA,2003,4.271480654
DMA,2004,4.274245156
DMA,2005,4.276624767
DMA,2006,4.27738563
DMA,2007,4.277693923
DMA,2008,4.277886703
DMA,2009,4.277953518
DMA,2010,4.27787452
DMA,2011,4.277960272
DMA,2012,4.278814792
DMA,2013,4.278792344
DMA,2014,4.279301342
DMA,2015,4.279471209
DMA,2016,4.279501303
DOM,1990,4.228259734
DOM,1991,4.231177664
DOM,1992,4.234477248
DOM,1993,4.237938026
DOM,1994,4.241202618
DOM,1995,4.244920248
DOM,1996,4.248107636
DOM,1997,4.251531698
DOM,1998,4.254838758
DOM,1999,4.258003934
DOM,2000,4.261493365
DOM,2001,4.265169738
DOM,2002,4.268702753
DOM,2003,4.272448978
DOM,2004,4.275611363
DOM,2005,4.27906054
DOM,2006,4.282767832
DOM,2007,4.285838913
DOM,2008,4.288727244
DOM,2009,4.291589902
DOM,2010,4.293926036
DOM,2011,4.295977498
DOM,2012,4.298679224
DOM,2013,4.301040001
DOM,2014,4.303340046
DOM,2015,4.304955112
DOM,2016,4.307112418
,1990,3.180979025
,1991,3.203857408
,1992,3.220497165
,1993,3.231567052
,1994,3.239653892
,1995,3.245786315
,1996,3.260345256
,1997,3.276186665
,1998,3.291770698
,1999,3.306857224
,2000,3.322108135
,2001,3.292406918
,2002,3.264253332
,2003,3.236732252
,2004,3.209735571
,2005,3.183000572
,2006,3.198514222
,2007,3.213618113
,2008,3.228100417
,2009,3.242160823
,2010,3.255550135
,2011,3.247855986
,2012,3.239803059
,2013,3.23142691
,2014,3.223051216
,2015,3.214529933
,2016,3.205494081
,1990,2.967557157
,1991,2.964232738
,1992,2.960889598
,1993,2.957224456
,1994,2.953815118
,1995,2.95029528
,1996,2.948706424
,1997,2.947116422
,1998,2.945204783
,1999,2.943318898
,2000,2.941284339
,2001,2.942084876
,2002,2.943063586
,2003,2.944064767
,2004,2.945045822
,2005,2.946136989
,2006,2.951321887
,2007,2.95538218
,2008,2.959893328
,2009,2.964027185
,2010,2.967829128
,2011,2.968096102
,2012,2.968371014
,2013,2.968676416
,2014,2.969031967
,2015,2.969206174
,2016,2.969239744
,1990,3.376799556
,1991,3.374479471
,1992,3.372493167
,1993,3.370444324
,1994,3.368277648
,1995,3.366417676
,1996,3.365542941
,1997,3.364912634
,1998,3.364336592
,1999,3.363555958
,2000,3.363044206
,2001,3.363282837
,2002,3.363801342
,2003,3.364264328
,2004,3.364656237
,2005,3.365412699
,2006,3.36643531
,2007,3.367056071
,2008,3.367936287
,2009,3.368532723
,2010,3.369202249
,2011,3.371427787
,2012,3.373652735
,2013,3.375825921
,2014,3.377864931
,2015,3.379807242
,2016,3.381847038
ECU,1990,4.16090406
ECU,1991,4.162239601
ECU,1992,4.163488199
ECU,1993,4.164805626
ECU,1994,4.166270135
ECU,1995,4.168200994
ECU,1996,4.168110237
ECU,1997,4.168896868
ECU,1998,4.169591352
ECU,1999,4.16976728
ECU,2000,4.170399709
ECU,2001,4.173144264
ECU,2002,4.176643411
ECU,2003,4.179892227
ECU,2004,4.183030515
ECU,2005,4.18626599
ECU,2006,4.189873745
ECU,2007,4.193017109
ECU,2008,4.196024975
ECU,2009,4.199247729
ECU,2010,4.202403951
ECU,2011,4.20498703
ECU,2012,4.207726285
ECU,2013,4.210109224
ECU,2014,4.212667409
ECU,2015,4.215058376
ECU,2016,4.217587833
EGY,1990,4.748356325
EGY,1991,4.75029041
EGY,1992,4.752667153
EGY,1993,4.754954852
EGY,1994,4.757033275
EGY,1995,4.759799675
EGY,1996,4.685616022
EGY,1997,4.613111627
EGY,1998,4.54203761
EGY,1999,4.471576695
EGY,2000,4.402413866
EGY,2001,4.401369399
EGY,2002,4.399972552
EGY,2003,4.39843051
EGY,2004,4.396515107
EGY,2005,4.394311058
EGY,2006,4.472616202
EGY,2007,4.55016335
EGY,2008,4.629687429
EGY,2009,4.710257354
EGY,2010,4.792567295
EGY,2011,4.799108177
EGY,2012,4.801337243
EGY,2013,4.803186014
EGY,2014,4.804001693
EGY,2015,4.804376411
EGY,2016,4.805326162
SLV,1990,2.919818706
SLV,1991,2.923027791
SLV,1992,2.926529853
SLV,1993,2.929910492
SLV,1994,2.933448278
SLV,1995,2.936748093
SLV,1996,2.942290421
SLV,1997,2.947632919
SLV,1998,2.952466806
SLV,1999,2.95702501
SLV,2000,2.961593305
SLV,2001,2.966232141
SLV,2002,2.971010117
SLV,2003,2.975379381
SLV,2004,2.979442883
SLV,2005,2.983201076
SLV,2006,2.991040126
SLV,2007,2.997138517
SLV,2008,3.001846093
SLV,2009,3.005673333
SLV,2010,3.008905373
SLV,2011,3.014611183
SLV,2012,3.019958052
SLV,2013,3.02488284
SLV,2014,3.029436264
SLV,2015,3.033963284
SLV,2016,3.037237878
,1990,4.82788164
,1991,4.844008965
,1992,4.860488668
,1993,4.876959652
,1994,4.893155683
,1995,4.908829817
,1996,4.90621276
,1997,4.904069781
,1998,4.901758697
,1999,4.899038649
,2000,4.895732517
,2001,4.894465992
,2002,4.892909597
,2003,4.891265314
,2004,4.889035099
,2005,4.886333147
,2006,4.898178822
,2007,4.909499717
,2008,4.920769528
,2009,4.931853124
,2010,4.942407068
,2011,4.941857269
,2012,4.941868783
,2013,4.941848753
,2014,4.941702053
,2015,4.941257003
,2016,4.940958408
GNQ,1990,3.214909713
GNQ,1991,3.213777673
GNQ,1992,3.212857969
GNQ,1993,3.211731076
GNQ,1994,3.210609213
GNQ,1995,3.210062747
GNQ,1996,3.212397966
GNQ,1997,3.214529077
GNQ,1998,3.216318915
GNQ,1999,3.21789112
GNQ,2000,3.219814542
GNQ,2001,3.219283697
GNQ,2002,3.21888533
GNQ,2003,3.21824048
GNQ,2004,3.21758552
GNQ,2005,3.217005681
GNQ,2006,3.216769707
GNQ,2007,3.216191161
GNQ,2008,3.215729168
GNQ,2009,3.215052713
GNQ,2010,3.214614189
GNQ,2011,3.213772187
GNQ,2012,3.213031281
GNQ,2013,3.2122087
GNQ,2014,3.211269693
GNQ,2015,3.210590787
GNQ,2016,3.209961227
ERI,1990,3.371868356
ERI,1991,3.371612465
ERI,1992,3.372009576
ERI,1993,3.372612827
ERI,1994,3.373284727
ERI,1995,3.374552988
ERI,1996,3.375624307
ERI,1997,3.377077089
ERI,1998,3.378198978
ERI,1999,3.379552893
ERI,2000,3.381191788
ERI,2001,3.381959631
ERI,2002,3.383235713
ERI,2003,3.384571177
ERI,2004,3.385902033
ERI,2005,3.38763386
ERI,2006,3.386012512
ERI,2007,3.384234841
ERI,2008,3.382854027
ERI,2009,3.381506565
ERI,2010,3.380286727
ERI,2011,3.380826974
ERI,2012,3.381595606
ERI,2013,3.382631738
ERI,2014,3.383458439
ERI,2015,3.3845253
ERI,2016,3.385259877
EST,1990,2.984935073
EST,1991,2.98321967
EST,1992,2.982550254
EST,1993,2.98174623
EST,1994,2.980153353
EST,1995,2.978187608
EST,1996,2.980828952
EST,1997,2.98263831
EST,1998,2.983875587
EST,1999,2.984812511
EST,2000,2.984994004
EST,2001,2.986587476
EST,2002,2.988215447
EST,2003,2.989291073
EST,2004,2.990823113
EST,2005,2.991870362
EST,2006,2.994244401
EST,2007,2.996049156
EST,2008,2.997601299
EST,2009,2.998750909
EST,2010,2.999812222
EST,2011,3.000094868
EST,2012,3.000261108
EST,2013,3.000341842
EST,2014,3.000127448
EST,2015,2.999882655
EST,2016,2.999407426
ETH,1990,3.522976836
ETH,1991,3.515091794
ETH,1992,3.507670288
ETH,1993,3.500323147
ETH,1994,3.493195433
ETH,1995,3.486684366
ETH,1996,3.486744899
ETH,1997,3.487365136
ETH,1998,3.488361624
ETH,1999,3.488982676
ETH,2000,3.48961106
ETH,2001,3.484643921
ETH,2002,3.480000098
ETH,2003,3.475678733
ETH,2004,3.471133623
ETH,2005,3.466881954
ETH,2006,3.468522769
ETH,2007,3.469423617
ETH,2008,3.470553954
ETH,2009,3.471371228
ETH,2010,3.472366888
ETH,2011,3.474237747
ETH,2012,3.47625808
ETH,2013,3.478170983
ETH,2014,3.479932885
ETH,2015,3.481590378
ETH,2016,3.483453307
FJI,1990,3.42257761
FJI,1991,3.428951029
FJI,1992,3.435428413
FJI,1993,3.441690061
FJI,1994,3.447747128
FJI,1995,3.454241516
FJI,1996,3.456686827
FJI,1997,3.459490427
FJI,1998,3.462024711
FJI,1999,3.463948647
FJI,2000,3.466047376
FJI,2001,3.466094435
FJI,2002,3.466600085
FJI,2003,3.466490093
FJI,2004,3.46644924
FJI,2005,3.467026044
FJI,2006,3.468848107
FJI,2007,3.469326873
FJI,2008,3.469465714
FJI,2009,3.469205957
FJI,2010,3.464443328
FJI,2011,3.466365035
FJI,2012,3.468699213
FJI,2013,3.471083522
FJI,2014,3.473139799
FJI,2015,3.475203577
FJI,2016,3.47701492
FIN,1990,4.09812473
FIN,1991,4.064027416
FIN,1992,4.030030322
FIN,1993,3.995860177
FIN,1994,3.961185903
FIN,1995,3.926112081
FIN,1996,3.926083143
FIN,1997,3.925791517
FIN,1998,3.925652575
FIN,1999,3.924637885
FIN,2000,3.923441655
FIN,2001,3.927370091
FIN,2002,3.931446135
FIN,2003,3.935023958
FIN,2004,3.938944027
FIN,2005,3.941973835
FIN,2006,3.961947719
FIN,2007,3.981692978
FIN,2008,4.001594906
FIN,2009,4.02146339
FIN,2010,4.041883616
FIN,2011,4.041965883
FIN,2012,4.04183714
FIN,2013,4.042171648
FIN,2014,4.042298912
FIN,2015,4.042114798
FIN,2016,4.041595233
FRA,1990,5.98564393
FRA,1991,5.993156594
FRA,1992,5.999275202
FRA,1993,6.003863329
FRA,1994,6.006892759
FRA,1995,6.009101507
FRA,1996,6.053409153
FRA,1997,6.097648268
FRA,1998,6.14191008
FRA,1999,6.186085765
FRA,2000,6.230339333
FRA,2001,6.229973542
FRA,2002,6.229480607
FRA,2003,6.228900722
FRA,2004,6.227797732
FRA,2005,6.22688009
FRA,2006,6.188751926
FRA,2007,6.148398132
FRA,2008,6.108308307
FRA,2009,6.068314702
FRA,2010,6.028085864
FRA,2011,6.024681245
FRA,2012,6.020681026
FRA,2013,6.016082033
FRA,2014,6.010330688
FRA,2015,6.00412685
FRA,2016,5.997478237
GAB,1990,3.266169549
GAB,1991,3.264782558
GAB,1992,3.263748762
GAB,1993,3.262701786
GAB,1994,3.261501053
GAB,1995,3.260519886
GAB,1996,3.259075586
GAB,1997,3.25798778
GAB,1998,3.256745392
GAB,1999,3.255446513
GAB,2000,3.254582353
GAB,2001,3.253178085
GAB,2002,3.252050256
GAB,2003,3.250739304
GAB,2004,3.24926248
GAB,2005,3.248026894
GAB,2006,3.247284939
GAB,2007,3.246119713
GAB,2008,3.24552468
GAB,2009,3.244935616
GAB,2010,3.244789635
GAB,2011,3.242659608
GAB,2012,3.240879001
GAB,2013,3.239217906
GAB,2014,3.237408551
GAB,2015,3.235733158
GAB,2016,3.234244884
GMB,1990,2.943714043
GMB,1991,2.945059176
GMB,1992,2.947149135
GMB,1993,2.94963424
GMB,1994,2.952099552
GMB,1995,2.95482158
GMB,1996,2.956608969
GMB,1997,2.958687422
GMB,1998,2.96041644
GMB,1999,2.962140969
GMB,2000,2.964120102
GMB,2001,2.96527426
GMB,2002,2.966443364
GMB,2003,2.967369534
GMB,2004,2.968004117
GMB,2005,2.968966415
GMB,2006,2.969017753
GMB,2007,2.968810108
GMB,2008,2.968951943
GMB,2009,2.96889799
GMB,2010,2.969214036
GMB,2011,2.969950303
GMB,2012,2.970914444
GMB,2013,2.971711569
GMB,2014,2.972510643
GMB,2015,2.973358049
GMB,2016,2.974275214
GEO,1990,2.720733536
GEO,1991,2.71939591
GEO,1992,2.718436741
GEO,1993,2.717424462
GEO,1994,2.716530813
GEO,1995,2.715973796
GEO,1996,2.715046662
GEO,1997,2.714601781
GEO,1998,2.71438515
GEO,1999,2.713572729
GEO,2000,2.713565985
GEO,2001,2.714238455
GEO,2002,2.715160092
GEO,2003,2.715596556
GEO,2004,2.71587986
GEO,2005,2.71631911
GEO,2006,2.717031744
GEO,2007,2.716994257
GEO,2008,2.717023614
GEO,2009,2.716753731
GEO,2010,2.716321958
GEO,2011,2.716235793
GEO,2012,2.716633553
GEO,2013,2.717238038
GEO,2014,2.717791001
GEO,2015,2.718693899
GEO,2016,2.719515462
DEU,1990,5.977566228
DEU,1991,6.089998533
DEU,1992,6.203487675
DEU,1993,6.320518226
DEU,1994,6.44273628
DEU,1995,6.566179335
DEU,1996,6.568105997
DEU,1997,6.569915974
DEU,1998,6.572396782
DEU,1999,6.574134463
DEU,2000,6.575059829
DEU,2001,6.462001656
DEU,2002,6.351413015
DEU,2003,6.243820588
DEU,2004,6.138214696
DEU,2005,6.035137481
DEU,2006,6.030801821
DEU,2007,6.025836645
DEU,2008,6.020886605
DEU,2009,6.015259749
DEU,2010,6.010274843
DEU,2011,6.004218655
DEU,2012,5.997747757
DEU,2013,5.990188927
DEU,2014,5.983454703
DEU,2015,5.976581974
DEU,2016,5.969386615
GHA,1990,2.962758951
GHA,1991,2.96505086
GHA,1992,2.967707736
GHA,1993,2.970230232
GHA,1994,2.972602659
GHA,1995,2.975013681
GHA,1996,2.976266119
GHA,1997,2.976622729
GHA,1998,2.977294214
GHA,1999,2.977674105
GHA,2000,2.978224092
GHA,2001,2.980127248
GHA,2002,2.982057062
GHA,2003,2.984603011
GHA,2004,2.986978146
GHA,2005,2.989444027
GHA,2006,2.991543935
GHA,2007,2.992893779
GHA,2008,2.993945614
GHA,2009,2.994493061
GHA,2010,2.994114674
GHA,2011,2.997838428
GHA,2012,3.001214464
GHA,2013,3.004013961
GHA,2014,3.006803009
GHA,2015,3.009599639
GHA,2016,3.012481319
GRC,1990,5.560424423
GRC,1991,5.563770607
GRC,1992,5.565734104
GRC,1993,5.567373684
GRC,1994,5.568209698
GRC,1995,5.567542023
GRC,1996,5.56647375
GRC,1997,5.563962456
GRC,1998,5.560838092
GRC,1999,5.557295518
GRC,2000,5.552623998
GRC,2001,5.584362223
GRC,2002,5.616403898
GRC,2003,5.647735256
GRC,2004,5.677391673
GRC,2005,5.705887669
GRC,2006,5.7113683
GRC,2007,5.715656422
GRC,2008,5.719163773
GRC,2009,5.722427669
GRC,2010,5.725375148
GRC,2011,5.702223991
GRC,2012,5.678818752
GRC,2013,5.653911949
GRC,2014,5.627364613
GRC,2015,5.599606326
GRC,2016,5.570551567
GRL,1990,5.666793297
GRL,1991,5.668541067
GRL,1992,5.672120737
GRL,1993,5.673006329
GRL,1994,5.673561603
GRL,1995,5.673329022
GRL,1996,5.676338233
GRL,1997,5.680899473
GRL,1998,5.682734449
GRL,1999,5.682936946
GRL,2000,5.681929097
GRL,2001,5.682439833
GRL,2002,5.68334486
GRL,2003,5.683736771
GRL,2004,5.68495849
GRL,2005,5.684782589
GRL,2006,5.689683566
GRL,2007,5.691315218
GRL,2008,5.69426846
GRL,2009,5.696393352
GRL,2010,5.697166939
GRL,2011,5.702456984
GRL,2012,5.708749826
GRL,2013,5.713925446
GRL,2014,5.718160143
GRL,2015,5.720865615
GRL,2016,5.723339223
GRD,1990,4.141860088
GRD,1991,4.148562686
GRD,1992,4.154984408
GRD,1993,4.162106639
GRD,1994,4.168859297
GRD,1995,4.172733457
GRD,1996,4.178478151
GRD,1997,4.18446012
GRD,1998,4.190296812
GRD,1999,4.195569821
GRD,2000,4.200120779
GRD,2001,4.206177619
GRD,2002,4.211623163
GRD,2003,4.216458055
GRD,2004,4.220971143
GRD,2005,4.225436345
GRD,2006,4.225910282
GRD,2007,4.225676874
GRD,2008,4.224950457
GRD,2009,4.22115228
GRD,2010,4.210227114
GRD,2011,4.209815754
GRD,2012,4.209750463
GRD,2013,4.209602984
GRD,2014,4.209563326
GRD,2015,4.209254389
GRD,2016,4.209370476
GUM,1990,3.442441203
GUM,1991,3.476961056
GUM,1992,3.501538206
GUM,1993,3.521991889
GUM,1994,3.538879373
GUM,1995,3.552924169
GUM,1996,3.561171466
GUM,1997,3.568483595
GUM,1998,3.574803855
GUM,1999,3.58032722
GUM,2000,3.584831292
GUM,2001,3.587427912
GUM,2002,3.588846675
GUM,2003,3.589509439
GUM,2004,3.590075849
GUM,2005,3.590887142
GUM,2006,3.590796078
GUM,2007,3.590528875
GUM,2008,3.591072617
GUM,2009,3.591102559
GUM,2010,3.590977108
GUM,2011,3.591664767
GUM,2012,3.592151582
GUM,2013,3.592748677
GUM,2014,3.592739897
GUM,2015,3.593147067
GUM,2016,3.593250425
GTM,1990,2.871833086
GTM,1991,2.8756489
GTM,1992,2.879682051
GTM,1993,2.883636131
GTM,1994,2.887513996
GTM,1995,2.891347589
GTM,1996,2.893099444
GTM,1997,2.895310564
GTM,1998,2.897750358
GTM,1999,2.899725119
GTM,2000,2.902510133
GTM,2001,2.903437342
GTM,2002,2.904887664
GTM,2003,2.906134531
