,Code,Year,"Suicide rate (deaths per 100,000)","Mental and substance use disorder rate (number suffering per 100,000)"
12673,MDA,1976,,
12674,MDA,1977,,
12675,MDA,1978,,
12676,MDA,1979,,
12677,MDA,1980,,
12678,MDA,1981,,
12679,MDA,1982,,
12680,MDA,1983,,
12681,MDA,1984,,
12682,MDA,1985,,
12683,MDA,1986,,
12684,MDA,1987,,
12685,MDA,1988,,
12686,MDA,1989,,
12687,MDA,1990,19.4724222201,15512.4005475
12688,MDA,1991,20.67307852,15477.368027200002
12689,MDA,1992,19.5318108545,15451.8766625
12690,MDA,1993,19.8940753848,15422.971377000002
12691,MDA,1994,22.4783073563,15404.3023757
12692,MDA,1995,23.0186863234,15373.4266806
12693,MDA,1996,21.7579064573,15369.3883262
12694,MDA,1997,18.908908729300002,15378.084845700001
12695,MDA,1998,18.1778719899,15370.112679299997
12696,MDA,1999,18.5541927417,15373.904857099997
12697,MDA,2000,18.4827209121,15385.9499725
12698,MDA,2001,18.3014416702,15372.407056
12699,MDA,2002,18.0558790826,15355.2635442
12700,MDA,2003,18.0106001722,15335.5145144
12701,MDA,2004,17.808476726200002,15327.3173933
12702,MDA,2005,18.9759254699,15317.0873452
12703,MDA,2006,18.463456095,15306.3898086
12704,MDA,2007,17.9789854607,15300.6414944
12705,MDA,2008,17.6151960465,15296.5481377
12706,MDA,2009,17.3232482085,15289.467529799998
12707,MDA,2010,17.6505047992,15289.1728542
12708,MDA,2011,15.1375812939,15293.5903508
12709,MDA,2012,15.1399717355,15291.2071554
12710,MDA,2013,14.3246645172,15305.3926467
12711,MDA,2014,14.783376929300001,15325.5502508
12712,MDA,2015,14.9816616401,15319.4536604
12713,MDA,2016,15.098383560999999,15337.579406
12714,MCO,1800,,
12715,MCO,1820,,
12716,MCO,1950,,
12717,MCO,1951,,
12718,MCO,1952,,
12719,MCO,1953,,
12720,MCO,1954,,
12721,MCO,1955,,
12722,MCO,1956,,
12723,MCO,1957,,
12724,MCO,1958,,
12725,MCO,1959,,
12726,MCO,1960,,
12727,MCO,1961,,
12728,MCO,1962,,
12729,MCO,1963,,
12730,MCO,1964,,
12731,MCO,1965,,
12732,MCO,1966,,
12733,MCO,1967,,
12734,MCO,1968,,
12735,MCO,1969,,
12736,MCO,1970,,
12737,MCO,1971,,
12738,MCO,1972,,
12739,MCO,1973,,
12740,MCO,1974,,
12741,MCO,1975,,
12742,MCO,1976,,
12743,MCO,1977,,
12744,MCO,1978,,
12745,MCO,1979,,
12746,MCO,1980,,
12747,MCO,1981,,
12748,MCO,1982,,
12749,MCO,1983,,
12750,MCO,1984,,
12751,MCO,1985,,
12752,MCO,1986,,
12753,MCO,1987,,
12754,MCO,1988,,
12755,MCO,1989,,
12756,MCO,1990,,
12757,MCO,1991,,
12758,MCO,1992,,
12759,MCO,1993,,
12760,MCO,1994,,
12761,MCO,1995,,
12762,MCO,1996,,
12763,MCO,1997,,
12764,MCO,1998,,
12765,MCO,1999,,
12766,MCO,2000,,
12767,MCO,2001,,
12768,MCO,2002,,
12769,MCO,2003,,
12770,MCO,2004,,
12771,MCO,2005,,
12772,MCO,2006,,
12773,MCO,2007,,
12774,MCO,2008,,
12775,MCO,2009,,
12776,MCO,2010,,
12777,MCO,2011,,
12778,MCO,2012,,
12779,MCO,2013,,
12780,MNG,1800,,
12781,MNG,1820,,
12782,MNG,1870,,
12783,MNG,1913,,
12784,MNG,1950,,
12785,MNG,1951,,
12786,MNG,1952,,
12787,MNG,1953,,
12788,MNG,1954,,
12789,MNG,1955,,
12790,MNG,1956,,
12791,MNG,1957,,
12792,MNG,1958,,
12793,MNG,1959,,
12794,MNG,1960,,
12795,MNG,1961,,
12796,MNG,1962,,
12797,MNG,1963,,
12798,MNG,1964,,
12799,MNG,1965,,
12800,MNG,1966,,
12801,MNG,1967,,
12802,MNG,1968,,
12803,MNG,1969,,
12804,MNG,1970,,
12805,MNG,1971,,
12806,MNG,1972,,
12807,MNG,1973,,
12808,MNG,1974,,
12809,MNG,1975,,
12810,MNG,1976,,
12811,MNG,1977,,
12812,MNG,1978,,
12813,MNG,1979,,
12814,MNG,1980,,
12815,MNG,1981,,
12816,MNG,1982,,
12817,MNG,1983,,
12818,MNG,1984,,
12819,MNG,1985,,
12820,MNG,1986,,
12821,MNG,1987,,
12822,MNG,1988,,
12823,MNG,1989,,
12824,MNG,1990,17.3845286733,13801.8286813
12825,MNG,1991,18.4802843759,13847.920360299999
12826,MNG,1992,19.4211882689,13892.6780666
12827,MNG,1993,20.2502913071,13938.961366
12828,MNG,1994,20.7866007397,13990.778881299999
12829,MNG,1995,21.4900646742,14050.4295592
12830,MNG,1996,21.983478347600002,14109.1871514
12831,MNG,1997,22.11617528,14187.207495199998
12832,MNG,1998,21.8687345496,14254.3539426
12833,MNG,1999,21.931364994499997,14337.8525877
12834,MNG,2000,22.320447090100004,14423.036982500002
12835,MNG,2001,22.638818347199997,14466.4238921
12836,MNG,2002,22.600953733,14508.644988400001
12837,MNG,2003,22.9824355779,14563.4555551
12838,MNG,2004,22.9556597913,14609.2156463
12839,MNG,2005,22.821048560300003,14661.8897081
12840,MNG,2006,22.3061968154,14712.137232799998
12841,MNG,2007,21.651842617600003,14760.886313
12842,MNG,2008,21.2176125897,14814.931946
12843,MNG,2009,20.8719661636,14872.0282813
12844,MNG,2010,20.4524352212,14938.580889200002
12845,MNG,2011,20.4005000823,14916.425455899998
12846,MNG,2012,20.0104557974,14901.080946
12847,MNG,2013,19.301734992100002,14901.3625607
12848,MNG,2014,19.1188412904,14893.584617100001
12849,MNG,2015,19.9069042336,14866.5872919
12850,MNG,2016,20.098893513900002,14864.4205044
12851,MNE,1800,,
12852,MNE,1820,,
12853,MNE,1950,,
12854,MNE,1951,,
12855,MNE,1952,,
12856,MNE,1953,,
12857,MNE,1954,,
12858,MNE,1955,,
12859,MNE,1956,,
12860,MNE,1957,,
12861,MNE,1958,,
12862,MNE,1959,,
12863,MNE,1960,,
12864,MNE,1961,,
12865,MNE,1962,,
12866,MNE,1963,,
12867,MNE,1964,,
12868,MNE,1965,,
12869,MNE,1966,,
12870,MNE,1967,,
12871,MNE,1968,,
12872,MNE,1969,,
12873,MNE,1970,,
12874,MNE,1971,,
12875,MNE,1972,,
12876,MNE,1973,,
12877,MNE,1974,,
12878,MNE,1975,,
12879,MNE,1976,,
12880,MNE,1977,,
12881,MNE,1978,,
12882,MNE,1979,,
12883,MNE,1980,,
12884,MNE,1981,,
12885,MNE,1982,,
12886,MNE,1983,,
12887,MNE,1984,,
12888,MNE,1985,,
12889,MNE,1986,,
12890,MNE,1987,,
12891,MNE,1988,,
12892,MNE,1989,,
12893,MNE,1990,10.3323438573,13366.161352500001
12894,MNE,1991,10.4313632781,13363.936720299998
12895,MNE,1992,10.6393560754,13391.137091399998
12896,MNE,1993,10.9036973792,13402.0682879
12897,MNE,1994,11.118574776900001,13410.9884028
12898,MNE,1995,11.2740354188,13432.178766
12899,MNE,1996,11.341856983800001,13428.2358175
12900,MNE,1997,11.3691742672,13420.1492376
12901,MNE,1998,11.3621492564,13415.1545383
12902,MNE,1999,11.308797322,13420.301791700002
12903,MNE,2000,11.0884801179,13418.8729894
12904,MNE,2001,11.3676509278,13415.988454
12905,MNE,2002,11.366335169800001,13405.266920200002
12906,MNE,2003,11.319636468699999,13407.0309215
12907,MNE,2004,11.3035274103,13411.675301100002
12908,MNE,2005,11.491501648599998,13414.3836437
12909,MNE,2006,11.830560293,13405.222103700002
12910,MNE,2007,11.6850304774,13397.947809800002
12911,MNE,2008,11.6489454405,13383.821713500001
12912,MNE,2009,11.723549636900001,13382.298665
12913,MNE,2010,11.508028025,13369.5694912
12914,MNE,2011,11.2958635434,13373.983217899999
12915,MNE,2012,11.1396206504,13367.6508749
12916,MNE,2013,10.992656188900002,13367.5945218
12917,MNE,2014,10.8978632899,13368.4869289
12918,MNE,2015,10.8190678317,13370.6911188
12919,MNE,2016,11.1256678146,13371.5499775
12920,MSR,1800,,
12921,MSR,1820,,
12922,MSR,1851,,
12923,MSR,1861,,
12924,MSR,1871,,
12925,MSR,1881,,
12926,MSR,1891,,
12927,MSR,1901,,
12928,MSR,1911,,
12929,MSR,1921,,
12930,MSR,1946,,
12931,MSR,1950,,
12932,MSR,1951,,
12933,MSR,1952,,
12934,MSR,1953,,
12935,MSR,1954,,
12936,MSR,1955,,
12937,MSR,1956,,
12938,MSR,1957,,
12939,MSR,1958,,
12940,MSR,1959,,
12941,MSR,1960,,
12942,MSR,1961,,
12943,MSR,1962,,
12944,MSR,1963,,
12945,MSR,1964,,
12946,MSR,1965,,
12947,MSR,1966,,
12948,MSR,1967,,
12949,MSR,1968,,
12950,MSR,1969,,
12951,MSR,1970,,
12952,MSR,1971,,
12953,MSR,1972,,
12954,MSR,1973,,
12955,MSR,1974,,
12956,MSR,1975,,
12957,MSR,1976,,
12958,MSR,1977,,
12959,MSR,1978,,
12960,MSR,1979,,
12961,MSR,1980,,
12962,MSR,1981,,
12963,MSR,1982,,
12964,MSR,1983,,
12965,MSR,1984,,
12966,MSR,1985,,
12967,MSR,1986,,
12968,MSR,1987,,
12969,MSR,1988,,
12970,MSR,1989,,
12971,MSR,1990,,
12972,MSR,1991,,
12973,MSR,1992,,
12974,MSR,1993,,
12975,MSR,1994,,
12976,MSR,1995,,
12977,MSR,1996,,
12978,MSR,1997,,
12979,MSR,1998,,
12980,MSR,1999,,
12981,MSR,2000,,
12982,MSR,2001,,
12983,MSR,2002,,
12984,MSR,2003,,
12985,MSR,2004,,
12986,MSR,2005,,
12987,MSR,2006,,
12988,MSR,2007,,
12989,MSR,2008,,
12990,MSR,2009,,
12991,MSR,2010,,
12992,MSR,2011,,
12993,MSR,2012,,
12994,MSR,2013,,
12995,MAR,1700,,
12996,MAR,1800,,
12997,MAR,1820,,
12998,MAR,1870,,
12999,MAR,1913,,
13000,MAR,1950,,
13001,MAR,1951,,
13002,MAR,1952,,
13003,MAR,1953,,
13004,MAR,1954,,
13005,MAR,1955,,
13006,MAR,1956,,
13007,MAR,1957,,
13008,MAR,1958,,
13009,MAR,1959,,
13010,MAR,1960,,
13011,MAR,1961,,
13012,MAR,1962,,
13013,MAR,1963,,
13014,MAR,1964,,
13015,MAR,1965,,
13016,MAR,1966,,
13017,MAR,1967,,
13018,MAR,1968,,
13019,MAR,1969,,
13020,MAR,1970,,
13021,MAR,1971,,
13022,MAR,1972,,
13023,MAR,1973,,
13024,MAR,1974,,
13025,MAR,1975,,
13026,MAR,1976,,
13027,MAR,1977,,
13028,MAR,1978,,
13029,MAR,1979,,
13030,MAR,1980,,
13031,MAR,1981,,
13032,MAR,1982,,
13033,MAR,1983,,
13034,MAR,1984,,
13035,MAR,1985,,
13036,MAR,1986,,
13037,MAR,1987,,
13038,MAR,1988,,
13039,MAR,1989,,
13040,MAR,1990,5.17517078965,17638.1126477
13041,MAR,1991,5.20982285246,17622.610100399994
13042,MAR,1992,5.26044166538,17602.838589099996
13043,MAR,1993,5.34300103617,17595.1509796
13044,MAR,1994,5.34527216202,17579.3964781
13045,MAR,1995,5.3367976778,17574.5504091
13046,MAR,1996,5.4452382331599996,17626.6018442
13047,MAR,1997,5.58757470135,17671.893836400002
13048,MAR,1998,5.66710558296,17720.9461557
13049,MAR,1999,5.91816404497,17780.9679857
13050,MAR,2000,6.13127639201,17843.688271799998
13051,MAR,2001,6.192365186079999,17826.8980221
13052,MAR,2002,6.24889725511,17819.508798599996
13053,MAR,2003,6.27794663204,17810.561682099997
13054,MAR,2004,6.284797171769999,17799.898646200003
13055,MAR,2005,6.27846074028,17792.5901123
13056,MAR,2006,6.276743488679999,17778.868848299997
13057,MAR,2007,6.2613509235899985,17769.639833100002
13058,MAR,2008,6.22768391935,17760.022211400003
13059,MAR,2009,6.185475189270001,17741.014105000002
13060,MAR,2010,6.141315392649998,17738.5704181
13061,MAR,2011,5.98591706899,17681.1161158
13062,MAR,2012,5.84569350664,17630.975405999998
13063,MAR,2013,5.7145695364,17571.1984557
13064,MAR,2014,5.59080606945,17510.259191900004
13065,MAR,2015,5.47778667467,17467.504226200002
13066,MAR,2016,5.3686431404700015,17412.7276158
13067,MOZ,1700,,
13068,MOZ,1800,,
13069,MOZ,1820,,
13070,MOZ,1950,,
13071,MOZ,1951,,
13072,MOZ,1952,,
13073,MOZ,1953,,
13074,MOZ,1954,,
13075,MOZ,1955,,
13076,MOZ,1956,,
13077,MOZ,1957,,
13078,MOZ,1958,,
13079,MOZ,1959,,
13080,MOZ,1960,,
13081,MOZ,1961,,
13082,MOZ,1962,,
13083,MOZ,1963,,
13084,MOZ,1964,,
13085,MOZ,1965,,
13086,MOZ,1966,,
13087,MOZ,1967,,
13088,MOZ,1968,,
13089,MOZ,1969,,
13090,MOZ,1970,,
13091,MOZ,1971,,
13092,MOZ,1972,,
13093,MOZ,1973,,
13094,MOZ,1974,,
13095,MOZ,1975,,
13096,MOZ,1976,,
13097,MOZ,1977,,
13098,MOZ,1978,,
13099,MOZ,1979,,
13100,MOZ,1980,,
13101,MOZ,1981,,
13102,MOZ,1982,,
13103,MOZ,1983,,
13104,MOZ,1984,,
13105,MOZ,1985,,
13106,MOZ,1986,,
13107,MOZ,1987,,
13108,MOZ,1988,,
13109,MOZ,1989,,
13110,MOZ,1990,13.8015857355,16515.1483491
13111,MOZ,1991,13.7298081425,16512.717647499998
13112,MOZ,1992,13.804054636099998,16504.6645791
13113,MOZ,1993,13.8640672001,16506.0693847
13114,MOZ,1994,13.664112700999999,16518.087953600003
13115,MOZ,1995,13.4630319934,16512.688475299998
13116,MOZ,1996,13.4461401226,16483.6634153
13117,MOZ,1997,13.416306215999999,16459.126299900006
13118,MOZ,1998,13.122428885400002,16437.5204898
13119,MOZ,1999,12.9184133721,16413.606274399997
13120,MOZ,2000,12.8524425925,16398.1765216
13121,MOZ,2001,12.3636530521,16373.1120466
13122,MOZ,2002,12.325174868899998,16348.6103484
13123,MOZ,2003,12.096914195799998,16307.1758317
13124,MOZ,2004,12.0213887212,16296.909342
13125,MOZ,2005,12.1600541742,16276.3036788
13126,MOZ,2006,12.1892215929,16239.246353199998
13127,MOZ,2007,12.315362234399998,16202.708937099998
13128,MOZ,2008,12.2420749026,16172.770649700002
13129,MOZ,2009,12.226965206,16137.9032868
13130,MOZ,2010,12.2770666273,16109.3010079
13131,MOZ,2011,12.2436844909,16088.860217399999
13132,MOZ,2012,12.205208790899999,16085.0954135
13133,MOZ,2013,12.2569424779,16067.4616968
13134,MOZ,2014,12.353989747,16049.908888400001
13135,MOZ,2015,12.487589084100001,16036.057059399998
13136,MOZ,2016,12.526668652,16031.9233502
13137,MMR,1800,,
13138,MMR,1820,,
13139,MMR,1850,,
13140,MMR,1870,,
13141,MMR,1890,,
13142,MMR,1900,,
13143,MMR,1901,,
13144,MMR,1902,,
13145,MMR,1903,,
13146,MMR,1904,,
13147,MMR,1905,,
13148,MMR,1906,,
13149,MMR,1907,,
13150,MMR,1908,,
13151,MMR,1909,,
13152,MMR,1910,,
13153,MMR,1911,,
13154,MMR,1912,,
13155,MMR,1913,,
13156,MMR,1914,,
13157,MMR,1915,,
13158,MMR,1916,,
13159,MMR,1917,,
13160,MMR,1918,,
13161,MMR,1919,,
13162,MMR,1920,,
13163,MMR,1921,,
13164,MMR,1922,,
13165,MMR,1923,,
13166,MMR,1924,,
13167,MMR,1925,,
13168,MMR,1926,,
13169,MMR,1927,,
13170,MMR,1928,,
13171,MMR,1929,,
13172,MMR,1930,,
13173,MMR,1931,,
13174,MMR,1932,,
13175,MMR,1933,,
13176,MMR,1934,,
13177,MMR,1935,,
13178,MMR,1936,,
13179,MMR,1937,,
13180,MMR,1938,,
13181,MMR,1939,,
13182,MMR,1940,,
13183,MMR,1941,,
13184,MMR,1950,,
13185,MMR,1951,,
13186,MMR,1952,,
13187,MMR,1953,,
13188,MMR,1954,,
13189,MMR,1955,,
13190,MMR,1956,,
13191,MMR,1957,,
13192,MMR,1958,,
13193,MMR,1959,,
13194,MMR,1960,,
13195,MMR,1961,,
13196,MMR,1962,,
13197,MMR,1963,,
13198,MMR,1964,,
13199,MMR,1965,,
13200,MMR,1966,,
13201,MMR,1967,,
13202,MMR,1968,,
13203,MMR,1969,,
13204,MMR,1970,,
13205,MMR,1971,,
13206,MMR,1972,,
13207,MMR,1973,,
13208,MMR,1974,,
13209,MMR,1975,,
13210,MMR,1976,,
13211,MMR,1977,,
13212,MMR,1978,,
13213,MMR,1979,,
13214,MMR,1980,,
13215,MMR,1981,,
13216,MMR,1982,,
13217,MMR,1983,,
13218,MMR,1984,,
13219,MMR,1985,,
13220,MMR,1986,,
13221,MMR,1987,,
13222,MMR,1988,,
13223,MMR,1989,,
13224,MMR,1990,8.873338102589999,13028.3252343
13225,MMR,1991,8.92142323582,13005.5161269
13226,MMR,1992,8.97633357077,12984.7769849
13227,MMR,1993,9.01171223,12970.4578457
13228,MMR,1994,9.02199923822,12957.866995199998
13229,MMR,1995,8.9854154481,12932.0403055
13230,MMR,1996,8.93611790526,12900.3102919
13231,MMR,1997,8.876078121119999,12865.669512
13232,MMR,1998,8.798220468510001,12852.4735826
13233,MMR,1999,8.58312825448,12820.4350313
13234,MMR,2000,8.3933517807,12796.283211
13235,MMR,2001,8.22067363329,12767.6509818
13236,MMR,2002,8.081567664240001,12726.2360598
13237,MMR,2003,7.885186022339998,12691.4931151
13238,MMR,2004,7.746323020639999,12671.9010741
13239,MMR,2005,7.6165689814399995,12645.368379300002
13240,MMR,2006,7.3636111830600015,12600.1235541
13241,MMR,2007,7.178277242130001,12552.2778354
13242,MMR,2008,6.966000050430001,12516.518786
13243,MMR,2009,6.7821146616600005,12473.612981799999
13244,MMR,2010,6.60353710326,12445.0702645
13245,MMR,2011,6.4619459603800005,12416.3836898
13246,MMR,2012,6.317094094920001,12403.852249700001
13247,MMR,2013,6.197243662320001,12380.9586444
13248,MMR,2014,6.10082115261,12357.8844523
13249,MMR,2015,6.01730881158,12345.5755945
13250,MMR,2016,5.92089821608,12333.924630500002
13251,NAM,1800,,
13252,NAM,1921,,
13253,NAM,1946,,
13254,NAM,1950,,
13255,NAM,1951,,
13256,NAM,1952,,
13257,NAM,1953,,
13258,NAM,1954,,
13259,NAM,1955,,
13260,NAM,1956,,
13261,NAM,1957,,
13262,NAM,1958,,
13263,NAM,1959,,
13264,NAM,1960,,
13265,NAM,1961,,
13266,NAM,1962,,
13267,NAM,1963,,
13268,NAM,1964,,
13269,NAM,1965,,
13270,NAM,1966,,
13271,NAM,1967,,
13272,NAM,1968,,
13273,NAM,1969,,
13274,NAM,1970,,
13275,NAM,1971,,
13276,NAM,1972,,
13277,NAM,1973,,
13278,NAM,1974,,
13279,NAM,1975,,
13280,NAM,1976,,
13281,NAM,1977,,
13282,NAM,1978,,
13283,NAM,1979,,
13284,NAM,1980,,
13285,NAM,1981,,
13286,NAM,1982,,
13287,NAM,1983,,
13288,NAM,1984,,
13289,NAM,1985,,
13290,NAM,1986,,
13291,NAM,1987,,
13292,NAM,1988,,
13293,NAM,1989,,
13294,NAM,1990,16.0708105003,15583.789356000001
13295,NAM,1991,15.892811108900002,15612.2005259
13296,NAM,1992,15.9830163653,15637.3687899
13297,NAM,1993,15.8622612865,15662.6534057
13298,NAM,1994,16.1459334447,15684.401247499998
13299,NAM,1995,16.6833482108,15712.687436700002
13300,NAM,1996,17.231428178399998,15692.2367706
13301,NAM,1997,17.3309724225,15676.4438795
13302,NAM,1998,17.718838024300002,15648.317115999998
13303,NAM,1999,17.8761209226,15632.4907959
13304,NAM,2000,18.1643497782,15617.9033381
13305,NAM,2001,17.7726393095,15595.244888799998
13306,NAM,2002,17.860550041299998,15571.2834963
13307,NAM,2003,17.5018111063,15547.9815389
13308,NAM,2004,17.0656032749,15528.3717041
13309,NAM,2005,16.5479137365,15513.6288097
13310,NAM,2006,15.9920351601,15471.496751100001
13311,NAM,2007,15.2916615572,15422.6509769
13312,NAM,2008,14.829384998400002,15400.1812965
13313,NAM,2009,14.1082979786,15354.0324249
13314,NAM,2010,13.975566448499999,15319.194961899999
13315,NAM,2011,13.7724174427,15311.2338146
13316,NAM,2012,13.4448893845,15308.338295399999
13317,NAM,2013,13.398481110899999,15304.8305568
13318,NAM,2014,13.281218909800003,15318.4087393
13319,NAM,2015,13.145065043499999,15315.8589872
13320,NAM,2016,13.0283465257,15320.4135697
13321,NRU,1800,,
13322,NRU,1820,,
13323,NRU,1950,,
13324,NRU,1951,,
13325,NRU,1952,,
13326,NRU,1953,,
13327,NRU,1954,,
13328,NRU,1955,,
13329,NRU,1956,,
13330,NRU,1957,,
13331,NRU,1958,,
13332,NRU,1959,,
13333,NRU,1960,,
13334,NRU,1961,,
13335,NRU,1962,,
13336,NRU,1963,,
13337,NRU,1964,,
13338,NRU,1965,,
13339,NRU,1966,,
13340,NRU,1967,,
13341,NRU,1968,,
13342,NRU,1969,,
13343,NRU,1970,,
13344,NRU,1971,,
13345,NRU,1972,,
13346,NRU,1973,,
13347,NRU,1974,,
13348,NRU,1975,,
13349,NRU,1976,,
13350,NRU,1977,,
13351,NRU,1978,,
13352,NRU,1979,,
13353,NRU,1980,,
13354,NRU,1981,,
13355,NRU,1982,,
13356,NRU,1983,,
13357,NRU,1984,,
13358,NRU,1985,,
13359,NRU,1986,,
13360,NRU,1987,,
13361,NRU,1988,,
13362,NRU,1989,,
13363,NRU,1990,,
13364,NRU,1991,,
13365,NRU,1992,,
13366,NRU,1993,,
13367,NRU,1994,,
13368,NRU,1995,,
13369,NRU,1996,,
13370,NRU,1997,,
13371,NRU,1998,,
13372,NRU,1999,,
13373,NRU,2000,,
13374,NRU,2001,,
13375,NRU,2002,,
13376,NRU,2003,,
13377,NRU,2004,,
13378,NRU,2005,,
13379,NRU,2006,,
13380,NRU,2007,,
13381,NRU,2008,,
13382,NRU,2009,,
13383,NRU,2010,,
13384,NRU,2011,,
13385,NRU,2012,,
13386,NRU,2013,,
13387,NPL,1800,,
13388,NPL,1820,,
13389,NPL,1850,,
13390,NPL,1870,,
13391,NPL,1890,,
13392,NPL,1900,,
13393,NPL,1913,,
13394,NPL,1950,,
13395,NPL,1951,,
13396,NPL,1952,,
13397,NPL,1953,,
13398,NPL,1954,,
13399,NPL,1955,,
13400,NPL,1956,,
13401,NPL,1957,,
13402,NPL,1958,,
13403,NPL,1959,,
13404,NPL,1960,,
13405,NPL,1961,,
13406,NPL,1962,,
13407,NPL,1963,,
13408,NPL,1964,,
13409,NPL,1965,,
13410,NPL,1966,,
13411,NPL,1967,,
13412,NPL,1968,,
13413,NPL,1969,,
13414,NPL,1970,,
13415,NPL,1971,,
13416,NPL,1972,,
13417,NPL,1973,,
13418,NPL,1974,,
13419,NPL,1975,,
13420,NPL,1976,,
13421,NPL,1977,,
13422,NPL,1978,,
13423,NPL,1979,,
13424,NPL,1980,,
13425,NPL,1981,,
13426,NPL,1982,,
13427,NPL,1983,,
13428,NPL,1984,,
13429,NPL,1985,,
13430,NPL,1986,,
13431,NPL,1987,,
13432,NPL,1988,,
13433,NPL,1989,,
13434,NPL,1990,14.024868588299999,15267.0781057
13435,NPL,1991,14.0368946919,15240.7393176
13436,NPL,1992,13.7504444371,15206.3485285
13437,NPL,1993,14.1552038734,15194.657408100002
13438,NPL,1994,14.045614891400001,15167.2029242
13439,NPL,1995,13.9893614726,15139.8108184
13440,NPL,1996,13.7870957277,15162.7670919
13441,NPL,1997,13.9480082249,15193.006279700003
13442,NPL,1998,14.092948761199999,15221.068667500002
13443,NPL,1999,14.2018178346,15251.326190099999
13444,NPL,2000,14.4417401848,15286.3714861
13445,NPL,2001,14.319379929899998,15277.282537100002
13446,NPL,2002,14.3128699751,15262.890011500001
13447,NPL,2003,14.1381267371,15244.615303999999
13448,NPL,2004,14.0248600428,15231.475182000002
13449,NPL,2005,13.8955287779,15224.542958200002
13450,NPL,2006,13.7346955573,15215.561916799998
13451,NPL,2007,13.5179858276,15210.387843699997
13452,NPL,2008,13.3352717539,15194.1753203
13453,NPL,2009,13.125824638800001,15189.8500843
13454,NPL,2010,12.828857429100001,15190.928338500002
13455,NPL,2011,12.5088203152,15140.087468900001
13456,NPL,2012,12.1765958404,15098.244960600001
13457,NPL,2013,11.8728288072,15053.905184099998
13458,NPL,2014,11.6312797476,15006.5250339
13459,NPL,2015,11.3604564046,14965.3946389
13460,NPL,2016,11.1273104061,14930.0174884
13461,NLD,1700,,
13462,NLD,1800,,
13463,NLD,1820,,
13464,NLD,1821,,
13465,NLD,1822,,
13466,NLD,1823,,
13467,NLD,1824,,
13468,NLD,1825,,
13469,NLD,1826,,
13470,NLD,1827,,
13471,NLD,1828,,
13472,NLD,1829,,
13473,NLD,1830,,
13474,NLD,1831,,
13475,NLD,1832,,
13476,NLD,1833,,
13477,NLD,1834,,
13478,NLD,1835,,
13479,NLD,1836,,
13480,NLD,1837,,
13481,NLD,1838,,
13482,NLD,1839,,
13483,NLD,1840,,
13484,NLD,1841,,
13485,NLD,1842,,
13486,NLD,1843,,
13487,NLD,1844,,
13488,NLD,1845,,
13489,NLD,1846,,
13490,NLD,1847,,
13491,NLD,1848,,
13492,NLD,1849,,
13493,NLD,1850,,
13494,NLD,1851,,
13495,NLD,1852,,
13496,NLD,1853,,
13497,NLD,1854,,
13498,NLD,1855,,
13499,NLD,1856,,
13500,NLD,1857,,
13501,NLD,1858,,
13502,NLD,1859,,
13503,NLD,1860,,
13504,NLD,1861,,
13505,NLD,1862,,
13506,NLD,1863,,
13507,NLD,1864,,
13508,NLD,1865,,
13509,NLD,1866,,
13510,NLD,1867,,
13511,NLD,1868,,
13512,NLD,1869,,
13513,NLD,1870,,
13514,NLD,1871,,
13515,NLD,1872,,
13516,NLD,1873,,
13517,NLD,1874,,
13518,NLD,1875,,
13519,NLD,1876,,
13520,NLD,1877,,
13521,NLD,1878,,
13522,NLD,1879,,
13523,NLD,1880,,
13524,NLD,1881,,
13525,NLD,1882,,
13526,NLD,1883,,
13527,NLD,1884,,
13528,NLD,1885,,
13529,NLD,1886,,
13530,NLD,1887,,
13531,NLD,1888,,
13532,NLD,1889,,
13533,NLD,1890,,
13534,NLD,1891,,
13535,NLD,1892,,
13536,NLD,1893,,
13537,NLD,1894,,
13538,NLD,1895,,
13539,NLD,1896,,
13540,NLD,1897,,
13541,NLD,1898,,
13542,NLD,1899,,
13543,NLD,1900,,
13544,NLD,1901,,
13545,NLD,1902,,
13546,NLD,1903,,
13547,NLD,1904,,
13548,NLD,1905,,
13549,NLD,1906,,
13550,NLD,1907,,
13551,NLD,1908,,
13552,NLD,1909,,
13553,NLD,1910,,
13554,NLD,1911,,
13555,NLD,1912,,
13556,NLD,1913,,
13557,NLD,1914,,
13558,NLD,1915,,
13559,NLD,1916,,
13560,NLD,1917,,
13561,NLD,1918,,
13562,NLD,1919,,
13563,NLD,1920,,
13564,NLD,1921,,
13565,NLD,1922,,
13566,NLD,1923,,
13567,NLD,1924,,
13568,NLD,1925,,
13569,NLD,1926,,
13570,NLD,1927,,
13571,NLD,1928,,
13572,NLD,1929,,
13573,NLD,1930,,
13574,NLD,1931,,
13575,NLD,1932,,
13576,NLD,1933,,
13577,NLD,1934,,
13578,NLD,1935,,
13579,NLD,1936,,
13580,NLD,1937,,
13581,NLD,1938,,
13582,NLD,1939,,
13583,NLD,1940,,
13584,NLD,1941,,
13585,NLD,1942,,
13586,NLD,1943,,
13587,NLD,1944,,
13588,NLD,1945,,
13589,NLD,1946,,
13590,NLD,1947,,
13591,NLD,1948,,
13592,NLD,1949,,
13593,NLD,1950,,
13594,NLD,1951,,
13595,NLD,1952,,
13596,NLD,1953,,
13597,NLD,1954,,
13598,NLD,1955,,
13599,NLD,1956,,
13600,NLD,1957,,
13601,NLD,1958,,
13602,NLD,1959,,
